"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","N"
13106000409,13106,"04-9","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木二丁目","[縄文時代][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・社寺","[古墳時代]住居跡","縄文土器　古墳土師器　近世陶磁器・瓦・鉄製品",139.7745332,35.72296261,TRUE
13106000410,13106,"04-0","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木二丁目","[奈良時代][平安時代][近世]","包蔵地・社寺","","近世陶磁器　古代土師器",139.7717008,35.72193132,TRUE
13106000411,13106,"04-1","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木一丁目","[古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・社寺","","古代土器　近世土器・陶磁器瓦",139.7719411,35.7207467,TRUE
13106000412,13106,"04-2","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 谷中七丁目","[縄文時代][弥生時代][奈良時代][平安時代][近世]","包蔵地・集落・社寺","[弥生時代]溝・住居跡","縄文弥生土器・須恵器　近世陶磁器",139.7730448,35.72482681,TRUE
13106000413,13106,"04-3","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木二丁目","[縄文時代][古墳時代][奈良時代][平安時代][近世]","包蔵地・社寺","[近世]土杭","（古墳時代～古代）土師器・灰釉陶器　（近世）陶磁器・土器・瓦",139.7742757,35.72312985,TRUE
13106000801,13106,"08-1","せんそうじいせき","浅草寺遺跡","台東区 浅草一丁目　浅草二丁目","[縄文時代（晩期）][弥生時代][奈良時代][平安時代][中世][近世][近代]","包蔵地・集落・社寺・その他（火除地・公園地）","練塀跡　溝跡　火葬墓　井戸　杭列　池跡　井戸跡　土坑　貝殻廃棄　大型土坑　池跡（護岸・中ノ島・築堤・橋）","縄文式土器　弥生式土器　須恵器　布目瓦　中世軒瓦　陶器　古銭　（奈良）鉄鉢形土器・花瓶　（平安）灰釉水瓶　（鎌倉）灰釉土器　錫杖　光背　観音像　（古代）土師器　須恵器　（中世）瓦・陶磁器・土器・蔵骨器・板碑　（近世）陶磁器・瓦・ガラス絵　（近代）陶磁器、金属　ガラス　革製品",139.794425,35.7116722,TRUE
13106002500,13106,"25","","台東区No.25遺跡","台東区 蔵前三丁目","[奈良時代][平安時代][近世]","包蔵地・社寺","[近世]土坑　井戸","土師器　瓦　火鉢",139.7921934,35.70555305,TRUE
13106003001,13106,"30-1","やなかまじまちょういせき","谷中真島町遺跡","台東区 谷中二丁目","[縄文時代][古墳時代][奈良時代][平安時代][近世]","集落・屋敷","[古墳時代]住居跡","縄文土器　土師器　近世陶磁器",139.7653994,35.72164668,TRUE
13106003002,13106,"30-2","やなかまじまちょういせき","谷中真島町遺跡","台東区 谷中二丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・屋敷","地下式坑","縄文土器　須恵器　陶磁器　金属製品",139.7664293,35.7212704,TRUE
13106003100,13106,"31","やなかしみずちょういせき","谷中清水町遺跡","台東区 池之端四丁目","[弥生時代][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・屋敷","[古墳時代]大溝　[近世]土坑　建物跡　柱穴　植栽痕　井戸　待避壕","（古代）土師器・須恵器　（近世）陶磁器",139.7688154,35.7186694,TRUE
13106003201,13106,"32-1","てんのうじいせき","天王寺遺跡","台東区 谷中七丁目","[奈良時代][平安時代][近世]","包蔵地・集落・社寺","地下式坑　溝","土師器　陶磁器　瓦　動物遺存体",139.7704012,35.7240882,TRUE
13106003202,13106,"32-2","てんのうじいせき","天王寺遺跡","台東区 谷中七丁目","[古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・社寺","[古代]土坑 [近世]地下式坑","古代土師器 近世陶磁器 貝殻 中近世陶磁器",139.7701609,35.72744673,TRUE
13106003203,13106,"32-3","てんのうじいせき","天王寺遺跡","台東区 谷中七丁目","[古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・社寺","","古墳～平安時代土器　近世陶磁器・瓦・石製品",139.7700235,35.7245899,TRUE
13106003500,13106,"35","かやちょういせき","茅町遺跡","台東区 池之端一丁目","[縄文時代（早期・後～晩期）][弥生時代(後期)][古墳時代][奈良時代][平安時代][近世][近代]","包蔵地・集落・屋敷・その他（邸宅）","[縄文]炉穴、[古墳]貝、廃棄土坑、[平安]住居跡、[近世]石組、井戸跡、溝、地下式坑、[近代]煉瓦基礎","[縄文]土器、石器、[古墳]土師器、須恵器、貝、[近世]陶磁器、土器、瓦、金属、石製品、木製品、[近代]煉瓦、ガラス製品",139.7674765,35.7095401,TRUE
13106003600,13106,"36","あさくさしばさきちょういせき","浅草芝崎町遺跡","台東区 西浅草三丁目","[奈良時代][平安時代][中世][近世]","包蔵地・屋敷","杭列　溝　土坑　水田跡?　枡組","近世陶磁器・瓦　中世陶器・須恵器　陶磁器 木製品　金属製品　井戸枠",139.7899009,35.71707951,TRUE
13106003700,13106,"37","かみなりもんいせき","雷門遺跡","台東区 雷門二丁目","[奈良時代][平安時代][近世]","集落・その他（町屋）","井戸跡　土坑　地下式坑　溝","陶磁器　井戸枠　土師器　須恵器　灰釉陶器　土器　陶器　瓦　木製品　金属製品　石製品",139.7961073,35.70981839,TRUE
13106003900,13106,"39","やなかさんさきちょういせき","谷中三崎町遺跡","台東区 谷中二丁目　谷中三丁目　谷中四丁目　谷中五丁目　谷中六丁目","[旧石器時代][縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・社寺・その他（町屋）","[近世]井戸跡　地下式抗　溝　墓坑地下式抗　[縄文時代]土坑","（旧石器）石器　（縄文）土器　（古墳）土師器　（近世）陶磁器・土器・瓦・木製品・金属製品・ガラス製品・石製品　甕棺・蔵骨器",139.767174,35.72375373,TRUE
13106004700,13106,"47","かみさんさきみなみいせき","上三崎南遺跡","台東区 谷中四丁目","[縄文時代][奈良時代][平安時代][中世][近世]","集落・社寺","[近世以前]土坑　[近世]土坑　溝　地下式土坑","縄文土器　土師器　須恵器　中世石造物　（近世）瓦　陶磁土器類",139.7678949,35.72259702,TRUE
13106005300,13106,"53","かみくるまざかちょういせき","上車坂町遺跡","台東区 東上野四丁目","[古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・屋敷","土坑　地下式坑　井戸　溝　池　基礎　木樋　胞衣埋納遺構　埋桶　埋甕　ピット　井戸跡　建物基礎址　礎石　池跡　地業址　木組溝　排水施設","陶磁器　土器　瓦　木製品　金属製品　石製品　ガラス　棟瓦　磁器　陶器　せっ器　骨角製品",139.779439,35.71327509,TRUE
13106005400,13106,"54","りゅうせんじちょういせき","竜泉寺町遺跡","台東区 竜泉二丁目","[奈良時代][近世]","包蔵地・社寺・屋敷・その他（学校）","[近世]土坑　溝状遺構　池　井戸　[近代]木樋遺構、礎石建物跡","古代土師器　（近世）陶磁器・土器・瓦・金属製品・石製品",139.7885847,35.72545568,TRUE
13106005500,13106,"55","","台東区No.55遺跡","台東区 谷中一丁目","[奈良時代][平安時代][近世]","包蔵地・社寺・その他（町屋・道）","","（古代）須恵器・土師器　（近世）陶磁器",139.7678369,35.72128953,TRUE
13106005900,13106,"59","","台東区No.59遺跡","台東区 谷中一丁目","[奈良時代][平安時代][近世]","包蔵地・社寺・その他（町屋）","","古代土師器　近世陶磁器",139.7681974,35.72084356,TRUE
13106006200,13106,"62","したやどうほうちょういせき","下谷同朋町遺跡","台東区 上野三丁目","[縄文時代（中期～後期）][奈良時代][平安時代][中世][近世]","包蔵地・社寺・その他（町屋・道路）","[近世]道路跡　木組溝　溝　上水遺構　土蔵跡　建物跡　石組　礎石　杭跡　地業跡　竹柵　埋桶　胞衣埋納遺構　墓坑　溝状遺構　土坑　ピット","（縄文）土器　（弥生）土器・須恵器　（中世）石製品（板碑）　（近世）磁器・陶器・炉器・土器・瓦類・土製品・木製品・金属製品・銭貨・人骨・動物遺体",139.774209,35.70676593,TRUE
13106006900,13106,"69","こまがたいせき","駒形遺跡","台東区 駒形一丁目","[古墳時代][奈良時代][平安時代][中世][近世]","集落・その他の墓・社寺・その他（町屋）","[古墳時代]～[中世]住居跡　土坑　埋葬遺構　[近世]遺構　地下式坑　土坑等　溝　建物基礎跡　土坑等　整地跡","（古～中）土師器・須恵器　陶器・土器　土錘　人骨　（近世）陶磁器　玩具",139.7945967,35.70728152,TRUE
13106007200,13106,"72","やなかしもさんさきいせき","谷中下三崎遺跡","台東区 谷中五丁目","[縄文時代][弥生時代（後期）][奈良時代][平安時代][中世][近世]","包蔵地・集落・社寺・屋敷","[縄文時代]土坑　溝　[中世]土坑　[近世]土坑　地下式坑　井戸　溝　植栽痕　礎石　基礎","（縄文）土器　（弥生）土器　（古代）須恵器　土師器　（中世末）陶磁器　土器・瓦　金属製品　石製品等　（近世）陶磁器・土器・瓦・木製品・金属製品・石製品等",139.7671911,35.72509159,TRUE
13106007300,13106,"73","","台東区No.73遺跡","台東区 駒形一丁目","[奈良時代][平安時代][中世][近世]","包蔵地・その他（町屋）","","古代土師器　中世土器　近世陶磁器",139.7933779,35.70565063,TRUE
13106007500,13106,"75","かやちょうにちょうめいせき","茅町二丁目遺跡","台東区 池之端一丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・社寺・屋敷・その他（町屋）","[近世]土坑　瓦溜　地下式坑　井戸　石組溝　溝　池　埋甕　埋桶　ピット　植栽　石列　敷石","（縄～中）縄文土器・弥生土器・土師器・中世陶器・板碑等　（近世）陶磁器・土器・瓦・木製品・金属製品・石製品等",139.7676138,35.71128241,TRUE
13106007800,13106,"78","あさくさこまがたにちょうめいせき","浅草駒形二丁目遺跡","台東区 駒形一丁目","[古墳時代][奈良時代][平安時代][近世]","包蔵地・貝塚・社寺・その他（町屋）","[古墳時代]～[中世]貝塚　土坑・溝・ピット　[近世]遺構","（古～中）土師器・須恵器　中国製白磁・土器　（近世）陶磁器　玩具",139.7950087,35.70818755,TRUE
13106008100,13106,"81","かみねぎしちょういせき","上根岸町遺跡","台東区 根岸三丁目","[古墳時代][奈良時代][平安時代][近世]","包蔵地・社寺","土坑　溝","古代土師器・須恵器　近世陶磁器",139.780326,35.72298393,TRUE
13106008900,13106,"89","","台東区No.89遺跡","台東区 駒形一丁目","[古墳時代][奈良時代][平安時代][近世]","集落・その他（町屋）","","近世陶磁器　古墳・奈良・平安時代土器",139.7940131,35.70643123,TRUE
13106009700,13106,"97","うえのひろこうじいせき","上野広小路遺跡","台東区 上野一丁目　二丁目","[縄文時代][奈良時代][平安時代][中世][近世]","包蔵地・その他（水路）","[近世]水路　ピット列　松杭","（縄文）土器　（古代）須恵器　（中世）陶器・土器　（近世）陶磁器・土器・瓦・骨角製品・金属製品・石製品等",139.7733395,35.71043263,TRUE
13106009900,13106,"99","みなみもとまちいせき","南元町遺跡","台東区 蔵前二丁目","[古墳時代][奈良時代][平安時代][中世][近世][近代]","包蔵地・その他（蔵屋敷・発電所）","[近世]遺構　土坑　土坑（ピット）　瓦溜　石組溝　木組施設　堀？　ピット","（古代）須恵器　（中世）陶器　（近世）陶磁器・土器・瓦・木製品・金属製品・石製品等",139.7921419,35.70293241,TRUE
13106010000,13106,"100","なかねぎしいせき","中根岸遺跡","台東区 根岸三丁目","[縄文時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・社寺・その他（農村地）","[近世]土坑　瓦溜　溝　井戸　木組施設　植栽　ピット　杭列　土坑（植栽痕）　礎石基礎","（縄文）土器　（古代）須恵器・土師器　（中世）陶器　（近世）陶磁器・土器・瓦・木製品・金属製品・石製品・ガラス・せっ器・ガラス製品・土製品",139.7814182,35.72382881,TRUE
