"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","K"
13105004700,13105,"47","ほんごうだいいせきぐん","本郷台遺跡群","文京区 本郷五丁目　本郷七丁目　弥生二丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][平安時代][近世]","包蔵地・集落・貝塚・その他の墓・社寺・屋敷・その他（町屋）","[旧石器時代]石器ブロック　礫群　[縄文時代]遺物集中部　陥穴　[古墳時代]住居跡　[平安時代]住居跡　井戸　[近（近世）]地下式坑　建物跡　組石遺構　土坑　溝　庭園址　井戸　道路状遺構など","（旧石器）ナイフ形石器・石核・剥片・石屑　砕片　（縄文）土器・石器　（弥生）土器　（古墳）土師器・土製品・須恵器　（奈良）土師器・須恵器　（平安）土師器・須恵器・灰釉陶器・緑釉陶器・土錘　（近世）陶磁器・土器・瓦・土製品・石製品・金属製品・古銭・骨角製品・動物遺存体・せっ器・瓦器・ガラス製品・木製品",139.7634819,35.71205684,TRUE
13105004800,13105,"48","かすがちょう（こいしかわこうらくえん）いせき","春日町（小石川後楽園）遺跡","文京区 後楽一丁目　 春日一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][平安時代][近世]","包蔵地・集落・屋敷","[弥生～古墳]竪穴建物跡、土坑、ピット、[近世]井戸、道路、木樋、柱穴、上水道、土坑、屋敷跡、地下室、溝、礎石、植栽痕、[近代]煉瓦基礎、堀、石垣、[近代以降]高射砲陣地関連以降","[旧石器]ナイフ形石器、[縄文]土器、[弥生]土器、石器、[古墳～平安]土師器、須恵器、[近世]磁器、陶器、土器、瓦、木製品、金属製品、ガラス製品、石製品、漆製品、銭貨動物遺存体、[近代]煉瓦",139.7507982,35.70558749,TRUE
13105005100,13105,"51","まさごちょう（まさご）いせき","真砂町（真砂）遺跡","文京区 本郷四丁目","[旧石器時代][縄文時代（早期〜後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落・屋敷","[縄文時代]炉穴　[奈良平安時代]住居跡　柱穴　土坑　[近世]上水道　井戸　地下室","縄文土器　土師器　須恵器　陶磁器類",139.7560167,35.70843107,TRUE
13105005800,13105,"58","ほんごうもとまちいせき","本郷元町遺跡","文京区 本郷一丁目","[縄文時代（前期～中期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・屋敷","[近世・近代以降]井戸　地下式坑　土坑　柱穴群　礎石群　溝状遺構　下水施設　池　レンガ遺構　互列遺構　[近世以降]桶　土坑　溝　礎石など　[近世]地下式坑","(旧石器)ナイフ形石器など　(縄文)土器　石器　(弥生)扁平片刃石斧　土器　(古墳)土師器　須恵器　(奈良・平安)土師器　須恵器　(中世)陶器　(近世)磁器　陶器　炻器　土器　互　金属製品　石製品　土製品　木製品　自然遺物　その他",139.7568407,35.70266017,TRUE
13105006900,13105,"69","こひなただいまちいせき","小日向台町遺跡","文京区 小日向二丁目　小日向三丁目","[縄文時代][古墳時代][奈良時代][近世]","包蔵地・集落・社寺","","近世蔵骨器・人骨 （近世）陶磁器・土器",139.7352114,35.71470332,TRUE
13105009100,13105,"91","はらまちひがしいせき","原町東遺跡","文京区 白山五丁目","[弥生時代（後期）][古墳時代][近世]","包蔵地・屋敷","竪穴式住居跡","弥生式土器　土師器　近世陶磁器",139.7488931,35.72280939,TRUE
13105010300,13105,"103","ほんごういっちょうめみなみいせき","本郷一丁目南遺跡","文京区 本郷一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・屋敷","[縄文時代]住居　[弥生時代]住居　[古墳時代]住居　[近世]地下室　溝　井戸","石器　縄文土器　弥生土器　須恵器　土師器　近世陶磁器",139.7564974,35.70341292,TRUE
13105010700,13105,"107","こひなたさんちょうめひがしいせき","小日向三丁目東遺跡","文京区 小日向三丁目","[縄文時代][古墳時代][奈良時代][近世]","包蔵地・集落・屋敷","[縄文時代]柱穴　[古墳時代]住居跡　[奈良時代]住居跡　[近世]大型土坑","土師器　近世陶磁器",139.734024,35.715233,TRUE
13105011300,13105,"113","せんだぎさんちょうめきたいせき","千駄木三丁目北遺跡","文京区 千駄木三丁目","[縄文時代][古墳時代][中世][近世]","包蔵地・集落・屋敷","[縄文時代]土坑　[古墳時代]住居跡　土坑　堅穴状遺構　[近世]地下室　大型土坑　土坑　井戸　溝","（縄文）土器・打製石斧・磨石・石核・剥片　（古墳）土師器　（中世）陶磁器・土器　（近世）陶磁器・土製品・瓦・石製品・銭貨・金属製品・骨角製品・ガラス製品",139.760804,35.72800058,TRUE
13105011500,13105,"115","かすがにちょうめにしいせき","春日二丁目西遺跡","文京区 春日二丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][中世][近世]","包蔵地・集落・屋敷","[旧石器時代]遺物集中部　[縄文時代]炉穴　集石　陥穴　土坑　[弥生時代]土坑　[古墳時代]土坑　[中世]溝　道路状遺構（溝）　土塁状盛土　[近世]谷埋立造成　土手状遺構　溝　砂利敷き　井戸　礎石　礎石跡　地下室　土坑","（旧石器）剥片　（縄文）土器・石製装身具　（弥生）土器　（古墳〜古代）土師器・須恵器　（中世）陶磁器・土器・板碑・銭貨　（近世以降）陶磁器・土器・土製品・金属製品・銭貨・石製品・瓦・ガラス製品",139.7410479,35.71146969,TRUE
13105011800,13105,"118","こひなたいち・にちょうめみなみいせき","小日向一・二丁目南遺跡","文京区 小日向一丁目　小日向二丁目","[縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・その他の墓・社寺・屋敷・その他（町屋）","[古墳時代]堅穴住居跡　炉跡　土坑など　[近世]土坑　甕棺墓　木棺墓　土器棺墓　蔵骨器　直葬墓　便所跡　建物基礎跡　神田上水　盛土","（縄文）土器　（古墳）土師器・須恵器　（古代）土師器・須恵器　（中世）陶器・土器　（近世）陶磁器・人骨・土器・金属製品・木製品・甕棺・墓石・間知石・胴木など",139.739594,35.712051,TRUE
13105012900,13105,"129","こひなたいっちょうめひがしいせき","小日向一丁目東遺跡","文京区 小日向一丁目","［縄文時代］［弥生時代］［古墳時代］［奈良時代］［平安時代］［中世］［近世］","包蔵地・集落・その他の墓・屋敷","［縄文時代］ファイヤーピット?　［弥生時代］?［古墳時代］竪穴住居跡　［奈良時代］［平安時代］竪穴住居跡　土坑　［近世］地下室　溝状遺構　土坑　柱穴","［縄文時代］土器片　［弥生時代］土器片　［奈良時代］［平安時代］土師器　須恵器　石製品　［近世］陶磁器　土器　瓦　石製品　金属製品　土製品　炉器",139.7382326,35.71367191,TRUE
13105013100,13105,"131","こいしかわさんちょうめひがしいせき","小石川三丁目東遺跡","文京区 小石川三丁目","［縄文時代（早期・中期）］［弥生時代］[古墳時代][奈良時代]［近世］","包蔵地・集落・その他の墓・社寺・町家","[古墳?奈良時代]竪穴建物跡 溝 小穴［近世］埋甕 土坑 溝 井戸 植栽痕 小穴 土坑 根石 杭 埋桶 筏地業木組み","［縄文時代］土器　黒曜石剥片　［弥生時代］土器　［奈良時代］［平安時代］土師器 須恵器 土製品　［近世］陶磁器　土器　炉器 瓦 土製品 金属製品",139.7500773,35.71286351,TRUE
13105013400,13105,"134","こひなたいっちょうめきたいせき","小日向一丁目北遺跡","文京区 小日向一丁目","［縄文時代］［古墳時代］［奈良時代］［平安時代］［近世］","包蔵地・屋敷","","［縄文時代］土器片　［古墳］土師器　［古代］土師器　須恵器　［近世］陶磁器　土器　せっ器　瓦　金属製品",139.73734,35.71464756,TRUE
13105013800,13105,"138","こいしかわいっちょうめいせき","小石川一丁目遺跡","文京区 小石川一丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","屋敷　その他（水田跡）","[弥生]流路　木組遺構　溝状遺構　[古墳]溝状遺構　土坑　[奈良・平安]溝状遺構　土坑　[中世]流路　溝　水田跡　[近世]土坑　溝状遺構　井戸　上水施設　池跡　ピット　水田跡　区画溝　排水溝","[縄文]土器　[弥生]土器　石器　木製品　加工材　構造物部材　大型植物遺体　[古墳]土師器　木製品　構造物部材　[奈良・平安]土師器　須恵系土師質土器　須恵器　[中世]土器　陶器　[近世]磁器　陶器　炻器　土器　互　土製品　金属製品　木製品(繊維製品)　骨角貝製品　ガラス製品　石製品　自然遺物　土類",139.7524462,35.710494,TRUE
13106000200,13106,"2","てんのうじかいづか","天王寺貝塚","台東区 谷中七丁目","[縄文時代（後期）][古墳時代]","包蔵地・貝塚","","縄文土器　土師器",139.7723925,35.72591381,TRUE
13106000300,13106,"3","すりばちやまこふん","摺鉢山古墳","台東区 上野公園","[古墳時代]","古墳","前方後円墳　近世瓦溜　土杭","古代土器・近世瓦・陶磁器",139.7738078,35.7139363,TRUE
13106000401,13106,"04-1","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野公園　上野二丁目　池之端三丁目","[旧石器時代][縄文時代（早期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世][近代]","包蔵地・集落・社寺・屋敷・その他の墓・その他（花卉園）","[近世]建物跡　池跡","ナイフ形石器　細石刃　剥片　縄文土器　石器　弥生土器　土師器　須恵器　埴輪　陶器（灰釉）　紡錘車　帯金具　陶磁器　焼塩壺　硯　煙管　木製品　和釘　ガラス製品　瓦塔　瓦　墨書付絹布　簪　笄　数珠玉　小形巻物　甕棺　木棺　墓石　石造物　板碑　人骨",139.7736828,35.71547164,TRUE
13106000405,13106,"04-5","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木一丁目","[旧石器時代][縄文時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・貝塚・社寺","[旧石器時代]〜[中世]礫群　陥穴　ピット群　土杭　貝塚　[近世]地下式土杭　井戸　溝　瓦留　墓杭","縄文〜古代土器　近世陶磁器瓦・石造物　旧石器〜中世礫・縄文土器・土師器・須恵器・陶器・土器　近世陶磁器・土器類・人骨",139.7701043,35.72060734,TRUE
13106000406,13106,"04-6","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木二丁目","[古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・社寺","[古墳時代]住居跡　[近世]土杭","古代土師器　中世陶器　近世陶磁器・瓦",139.7733144,35.72286506,TRUE
13106000407,13106,"04-7","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 谷中七丁目　上野桜木二丁目","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・社寺","[奈良・平安]住居跡　[近世]溝状・道路状遺構　瓦溜　土坑","[縄文・弥生〜古墳]土器　[奈良・平安]土師器、須恵器　[近世]陶磁器、土器、金属製品",139.7724904,35.72336676,TRUE
13106000408,13106,"04-8","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木一丁目","[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","包蔵地・集落・社寺","","旧石器時代石器　古墳時代　土師器・石製品（玉類他）　奈良・平安時代　土師器・須恵器　中世陶磁器　近世陶磁器・瓦",139.7754773,35.72326921,TRUE
13106000409,13106,"04-9","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木二丁目","[縄文時代][古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・社寺","[古墳時代]住居跡","縄文土器　古墳土師器　近世陶磁器・瓦・鉄製品",139.7745332,35.72296261,TRUE
13106000411,13106,"04-1","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木一丁目","[古墳時代][奈良時代][平安時代][近世]","包蔵地・集落・社寺","","古代土器　近世土器・陶磁器瓦",139.7719411,35.7207467,TRUE
13106000413,13106,"04-3","うえのしのぶがおかいせきぐん","上野忍岡遺跡群","台東区 上野桜木二丁目","[縄文時代][古墳時代][奈良時代][平安時代][近世]","包蔵地・社寺","[近世]土杭","（古墳時代〜古代）土師器・灰釉陶器　（近世）陶磁器・土器・瓦",139.7742757,35.72312985,TRUE
13106000500,13106,"5","","台東区No.5遺跡","台東区 上野公園","[古墳時代]","古墳","","鉄鏃　鉄刀身　鉄鐔",139.7754214,35.7186193,TRUE
13106000900,13106,"9","とりごえこふん","鳥越古墳","台東区 鳥越二丁目","[古墳時代]","古墳","","土師器　管玉　匂玉　蕨手大刀　銀環",139.7875929,35.70195662,TRUE
